"Members – Detailed Travel Expenditures Report – Khalid, Iqra – Q2 2021"
Claim,Travel start date,Travel end date,Traveller Name,Traveller Type,Purpose of Travel,Dates,Departure,Destination,Transportation,Accommodations,Meals and Incidentals,Points Reg.,Points Spec.,Points U.S.A.,Total
T0203442,2020/07/07,2020/07/10,,,,,,,432.3800,0.0000,261.0300,1.0000,0,0,693.41
T0203442,2020/07/07,2020/07/10,"Khalid, Iqra",Member,To travel to/from constituency and Ottawa,2020/07/07,Mississauga,Ottawa,,,,,,,
T0203442,2020/07/07,2020/07/10,"Khalid, Iqra",Member,To travel to/from constituency and Ottawa,2020/07/10,Ottawa,Mississauga,,,,,,,
T0203443,2020/07/19,2020/07/23,,,,,,,433.3000,0.0000,261.0300,1.0000,0,0,694.33
T0203443,2020/07/19,2020/07/23,"Khalid, Iqra",Member,To travel to/from constituency and Ottawa,2020/07/19,Mississauga,Ottawa,,,,,,,
T0203443,2020/07/19,2020/07/23,"Khalid, Iqra",Member,To travel to/from constituency and Ottawa,2020/07/23,Ottawa,Mississauga,,,,,,,
200430736,2020/08/01,2020/08/31,,,,,,,0.0000,1800.0000,0.0000,0,0,0,1800.00
200430736,2020/08/01,2020/08/31,"Khalid, Iqra",Member,Secondary Residence,2020/08/01,OTTAWA,OTTAWA,,,,,,,
T0204354,2020/08/12,2020/08/13,,,,,,,431.4600,0.0000,98.3000,1.0000,0,0,529.76
T0204354,2020/08/12,2020/08/13,"Khalid, Iqra",Member,To travel to/from constituency and Ottawa,2020/08/12,Mississauga,Ottawa,,,,,,,
T0204354,2020/08/12,2020/08/13,"Khalid, Iqra",Member,To travel to/from constituency and Ottawa,2020/08/13,Ottawa,Mississauga,,,,,,,
200437219,2020/09/01,2020/09/30,,,,,,,0.0000,1800.0000,0.0000,0,0,0,1800.00
200437219,2020/09/01,2020/09/30,"Khalid, Iqra",Member,Secondary Residence,2020/09/01,OTTAWA,OTTAWA,,,,,,,
200442080,2020/10/01,2020/10/31,,,,,,,0.0000,1800.0000,0.0000,0,0,0,1800.00
200442080,2020/10/01,2020/10/31,"Khalid, Iqra",Member,Secondary Residence,2020/10/01,OTTAWA,OTTAWA,,,,,,,
